question_slug,phase_id,model_id,round_number,metric,comparison_type,comparison_target,value
rq-0-28-isru-cost-methodology-validation,phase-0,gpt-5-2,3,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.161290
rq-0-28-isru-cost-methodology-validation,phase-0,claude-opus-4-6,3,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-0-28-isru-cost-methodology-validation,phase-0,gpt-5-2,3,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-0-28-isru-cost-methodology-validation,phase-0,gemini-3-pro,3,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.376351
rq-0-28-isru-cost-methodology-validation,phase-0,gpt-5-2,3,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.376351
rq-0-28-isru-cost-methodology-validation,phase-0,gemini-3-pro,3,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.147275
rq-0-28-isru-cost-methodology-validation,phase-0,gpt-5-2,3,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.147275
rq-0-28-isru-cost-methodology-validation,phase-0,gemini-3-pro,3,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-0-28-isru-cost-methodology-validation,phase-0,gpt-5-2,3,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.327684
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.327684
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.149606
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.149606
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.357399
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.357399
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.188298
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.188298
rq-0-29-multi-century-governance-structure,phase-0,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.315687
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.315687
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.158463
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.158463
rq-0-29-multi-century-governance-structure,phase-0,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-0-29-multi-century-governance-structure,phase-0,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.563589
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.563589
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.197568
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.197568
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.603138
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.603138
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.230552
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.230552
rq-1-11-swarm-power-architecture-end-use,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.475502
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.475502
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.179173
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.179173
rq-1-11-swarm-power-architecture-end-use,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-11-swarm-power-architecture-end-use,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.406352
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.406352
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.170673
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.170673
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.424999
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.424999
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.208970
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.208970
rq-1-16-autonomous-assembly-certification,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.393923
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.393923
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.175772
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.175772
rq-1-16-autonomous-assembly-certification,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-16-autonomous-assembly-certification,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.596591
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.596591
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.186418
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.186418
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.086957
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.086957
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.590930
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.590930
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.203163
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.203163
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.572930
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.572930
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.178423
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.178423
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-21-feedstock-acquisition-isru-timeline,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.398101
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.398101
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.141259
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.141259
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.304595
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.304595
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.154946
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.154946
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.297971
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.297971
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.137733
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.137733
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.309009
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.309009
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.158621
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.158621
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.322352
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.322352
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.156655
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.156655
rq-1-24-swarm-coordination-architecture-scale,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.186612
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.186612
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.125541
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.125541
rq-1-24-swarm-coordination-architecture-scale,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-24-swarm-coordination-architecture-scale,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.511876
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.511876
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.201847
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.201847
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.456942
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.456942
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.182112
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.182112
rq-1-33-tug-end-of-life-disposal,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.417209
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.417209
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.183463
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.183463
rq-1-33-tug-end-of-life-disposal,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-33-tug-end-of-life-disposal,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.529327
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.529327
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.150209
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.150209
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.540966
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.540966
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.196272
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.196272
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.477279
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.477279
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.130323
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.130323
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.376748
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.376748
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.129032
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.129032
