question_slug,phase_id,model_id,round_number,metric,comparison_type,comparison_target,value
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.519506
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.519506
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.179661
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.179661
rq-1-40-slot-reallocation-governance,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.372913
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.372913
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.152080
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.152080
rq-1-40-slot-reallocation-governance,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-40-slot-reallocation-governance,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.422194
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.422194
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.189081
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.189081
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.464715
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.464715
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.213510
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.213510
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.354309
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.354309
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.193350
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.193350
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.434295
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.434295
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.176812
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.176812
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.486992
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.486992
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.175377
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.175377
rq-1-42-node-end-of-life-disposal,phase-1,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.375767
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.375767
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.161290
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.161290
rq-1-42-node-end-of-life-disposal,phase-1,gemini-3-pro,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-1-42-node-end-of-life-disposal,phase-1,gpt-5-2,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.375560
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.375560
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.122206
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.122206
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.482494
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.482494
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.171533
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.171533
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.298364
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.298364
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.094614
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.094614
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.480144
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.480144
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.155220
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.155220
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.457924
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.457924
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.160248
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.160248
rq-2-17-fleet-coordination-scale-constraints,phase-2,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.398374
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.398374
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.121508
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.121508
rq-2-17-fleet-coordination-scale-constraints,phase-2,gemini-3-pro,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-17-fleet-coordination-scale-constraints,phase-2,gpt-5-2,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.597918
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.597918
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.169255
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.169255
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.563948
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.563948
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.193760
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.193760
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.538569
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.538569
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.162866
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.162866
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.538920
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.538920
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.179200
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.179200
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.547296
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.547296
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.166667
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.166667
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,claude-opus-4-6,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.561325
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.561325
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.159213
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.159213
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gemini-3-pro,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-20-swarm-roi-threshold-humanity-power-needs,phase-2,gpt-5-2,2,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.497138
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.497138
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.146944
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.146944
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.401298
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.401298
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.193182
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.193182
rq-2-3-billion-unit-collision-avoidance,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.327523
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.327523
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.147541
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.147541
rq-2-3-billion-unit-collision-avoidance,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-3-billion-unit-collision-avoidance,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.488256
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.488256
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.171069
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.171069
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gemini-3-pro,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.404700
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.404700
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.170921
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.170921
rq-2-8-autonomous-repair-authority-limits,phase-2,claude-opus-4-6,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,claude-opus-4-6_vs_gpt-5-2,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.389829
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,tfidf_cosine,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.389829
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.167939
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,keyword_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.167939
rq-2-8-autonomous-repair-authority-limits,phase-2,gemini-3-pro,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
rq-2-8-autonomous-repair-authority-limits,phase-2,gpt-5-2,1,heading_jaccard,cross_model_within_round,gemini-3-pro_vs_gpt-5-2,0.000000
